degree distribution (probability density function of the degree in logarithmic bins) 
7.44841	0.165692
9.46316	0.102628
11.4314	0.0452612
13.8151	0.0433796
16.9359	0.0233586
20.3472	0.0177132
25	0.0105095
30.2059	0.0112901
37.5581	0.00586505
46.75	0.00268922

degree distribution (degree-occurrences) 
7	0.139
8	0.113
9	0.102
10	0.088
11	0.058
12	0.044
13	0.05
14	0.041
15	0.028
16	0.031
17	0.021
18	0.026
19	0.023
20	0.018
21	0.014
22	0.017
23	0.01
24	0.009
25	0.012
26	0.013
27	0.008
28	0.014
29	0.016
30	0.01
31	0.008
32	0.01
33	0.01
34	0.004
35	0.007
36	0.004
37	0.004
38	0.008
39	0.005
40	0.008
41	0.003
42	0.003
43	0.002
44	0.002
46	0.002
47	0.002
48	0.005
49	0.004
50	0.004


--------------------------------------
community distribution (size-occurrences)
21	0.0333333
22	0.0666667
23	0.0333333
24	0.0333333
25	0.0666667
26	0.0333333
27	0.0333333
28	0.0666667
29	0.0666667
32	0.0333333
33	0.0666667
34	0.0333333
35	0.0333333
36	0.0333333
37	0.0333333
39	0.0333333
40	0.0333333
41	0.0333333
42	0.0666667
43	0.0333333
44	0.0666667
47	0.0333333
49	0.0333333


--------------------------------------
mixing parameter
0	0.073
0.0538847	0.007
0.063731	0.034
0.0783481	0.123
0.0915521	0.124
0.105338	0.309
0.12306	0.155
0.133634	0.022
0.14378	0.131
0.166667	0.011
0.181818	0.007
0.222222	0.002
0.25	0.001
0.285714	0.001

--------------------------------------
