degree distribution (probability density function of the degree in logarithmic bins) 
7.47685	0.177527
9.44898	0.0992523
11.5	0.0443738
13.9167	0.0437442
16.9677	0.0232088
20.3846	0.0159911
24.8696	0.011621
30.1064	0.00975435
37.08	0.00426239
45.7931	0.00406185

degree distribution (degree-occurrences) 
7	0.14125
8	0.12875
9	0.10125
10	0.0825
11	0.05
12	0.05
13	0.04125
14	0.0475
15	0.03125
16	0.02875
17	0.0225
18	0.02625
19	0.015
20	0.02
21	0.02
22	0.01
23	0.01375
24	0.01125
25	0.01125
26	0.01125
27	0.01
28	0.0175
29	0.00875
30	0.01
31	0.005
32	0.0075
33	0.01
34	0.00625
35	0.00125
36	0.0075
37	0.0025
38	0.005
39	0.00125
40	0.00625
41	0.00125
42	0.0025
43	0.00125
44	0.01125
45	0.00375
46	0.0025
47	0.00625
48	0.00125
49	0.00625
50	0.00125


--------------------------------------
community distribution (size-occurrences)
21	0.08
22	0.04
24	0.04
25	0.08
26	0.08
27	0.16
29	0.04
31	0.04
32	0.12
38	0.04
41	0.08
42	0.04
43	0.04
45	0.04
46	0.04
50	0.04


--------------------------------------
mixing parameter
0.375	0.00125
0.5	0.0325
0.538462	0.0075
0.55275	0.0925
0.570832	0.1725
0.586338	0.1275
0.602589	0.24
0.621851	0.18625
0.638155	0.06
0.648338	0.005
0.666667	0.045
0.684211	0.00125
0.713043	0.02875

--------------------------------------
