1	95
1	490
1	584
1	653
1	748
1	795
1	800
2	190
2	335
2	462
2	583
2	629
2	649
2	714
3	462
3	496
3	584
3	665
3	721
3	766
3	778
4	107
4	484
4	491
4	514
4	526
4	711
4	768
5	11
5	335
5	570
5	612
5	706
5	775
5	777
6	291
6	398
6	472
6	482
6	641
6	652
6	776
7	214
7	336
7	495
7	503
7	615
7	664
7	736
8	205
8	384
8	486
8	586
8	596
8	698
8	755
9	16
9	236
9	416
9	448
9	654
9	675
9	680
10	140
10	447
10	538
10	545
10	592
10	626
10	668
11	5
11	442
11	725
11	740
11	795
11	796
11	799
12	106
12	575
12	640
12	710
12	755
12	797
12	798
13	195
13	196
13	657
13	681
13	702
13	718
13	759
14	268
14	303
14	315
14	404
14	731
14	750
14	758
15	95
15	330
15	366
15	571
15	770
15	771
15	782
16	9
16	243
16	575
16	641
16	679
16	767
16	796
17	349
17	453
17	498
17	601
17	611
17	652
17	789
18	182
18	350
18	482
18	567
18	611
18	704
18	723
19	365
19	451
19	465
19	557
19	559
19	602
19	791
20	206
20	266
20	356
20	566
20	734
20	744
20	799
21	147
21	406
21	476
21	735
21	750
21	766
21	779
22	58
22	104
22	301
22	513
22	526
22	580
22	766
23	82
23	505
23	564
23	686
23	687
23	759
23	783
24	434
24	671
24	731
24	747
24	768
24	781
24	782
25	101
25	280
25	322
25	685
25	690
25	737
25	789
26	443
26	584
26	669
26	688
26	724
26	737
26	770
27	186
27	531
27	564
27	677
27	722
27	754
27	779
28	125
28	268
28	437
28	693
28	744
28	769
28	798
29	340
29	611
29	651
29	671
29	704
29	745
29	784
30	102
30	531
30	670
30	682
30	728
30	749
30	781
31	193
31	356
31	411
31	527
31	559
31	602
31	779
32	562
32	663
32	678
32	729
32	761
32	767
32	783
33	60
33	225
33	312
33	546
33	658
33	773
33	785
34	107
34	381
34	598
34	620
34	681
34	709
34	731
35	290
35	307
35	323
35	383
35	456
35	660
35	714
36	54
36	459
36	495
36	605
36	609
36	753
36	774
37	84
37	442
37	629
37	643
37	656
37	734
37	799
38	297
38	600
38	641
38	719
38	760
38	780
38	794
39	364
39	491
39	618
39	666
39	701
39	763
39	775
40	266
40	368
40	579
40	585
40	597
40	735
40	798
41	99
41	231
41	334
41	545
41	576
41	652
41	714
42	95
42	158
42	333
42	599
42	704
42	723
42	743
43	190
43	218
43	233
43	503
43	576
43	657
43	673
44	143
44	247
44	539
44	723
44	736
44	750
44	793
45	371
45	427
45	570
45	723
45	728
45	786
45	791
46	395
46	409
46	542
46	699
46	732
46	753
46	791
47	86
47	118
47	214
47	337
47	572
47	736
47	768
48	480
48	534
48	618
48	669
48	716
48	771
48	781
49	322
49	604
49	630
49	639
49	689
49	690
49	793
50	118
50	269
