1	18 
2	22 
3	39 
4	36 
5	40 
6	20 
7	1 
8	21 
9	10 
10	37 
11	28 
12	49 
13	40 
14	44 
15	21 
16	9 
17	30 
18	6 
19	12 
20	36 
21	42 
22	46 
23	26 
24	1 
25	23 
26	39 
27	36 
28	11 
29	22 
30	31 
31	37 
32	11 
33	7 
34	47 
35	6 
36	11 
37	6 
38	3 
39	34 
40	27 
41	49 
42	2 
43	29 
44	13 
45	11 
46	22 
47	18 
48	37 
49	37 
50	41 
51	8 
52	47 
53	15 
54	37 
55	8 
56	30 
57	31 
58	2 
59	7 
60	3 
61	23 
62	30 
63	6 
64	39 
65	49 
66	7 
67	31 
68	20 
69	44 
70	29 
71	32 
72	9 
73	36 
74	47 
75	29 
76	44 
77	27 
78	10 
79	36 
80	13 
81	9 
82	31 
83	13 
84	31 
85	43 
86	47 
87	23 
88	6 
89	39 
90	26 
91	7 
92	13 
93	21 
94	14 
95	31 
96	36 
97	6 
98	12 
99	36 
100	37 
101	4 
102	24 
103	43 
104	26 
105	18 
106	33 
107	29 
108	18 
109	8 
110	22 
111	45 
112	21 
113	46 
114	36 
115	15 
116	19 
117	49 
118	19 
119	27 
120	31 
121	19 
122	21 
123	6 
124	27 
125	24 
126	5 
127	41 
128	46 
129	42 
130	26 
131	36 
132	37 
133	32 
134	9 
135	30 
136	1 
137	34 
138	5 
139	43 
140	47 
141	3 
142	1 
143	36 
144	37 
145	2 
146	18 
147	37 
148	24 
149	42 
150	12 
151	2 
152	40 
153	12 
154	25 
155	27 
156	9 
157	5 
158	35 
159	46 
160	14 
161	38 
162	12 
163	39 
164	37 
165	5 
166	37 
167	6 
168	32 
169	27 
170	4 
171	8 
172	28 
173	21 
174	21 
175	37 
176	37 
177	47 
178	35 
179	42 
180	36 
181	39 
182	4 
183	23 
184	26 
185	50 
186	47 
187	16 
188	44 
189	10 
190	47 
191	33 
192	36 
193	31 
194	14 
195	10 
196	31 
197	2 
198	12 
199	21 
200	33 
201	16 
202	9 
203	24 
204	44 
205	35 
206	12 
207	29 
208	12 
209	50 
210	39 
211	32 
212	3 
213	44 
214	43 
215	7 
216	5 
217	40 
218	1 
219	6 
220	36 
221	25 
222	46 
223	5 
224	30 
225	8 
226	49 
227	9 
228	11 
229	22 
230	7 
231	27 
232	19 
233	50 
234	40 
235	36 
236	38 
237	26 
238	23 
239	41 
240	12 
241	37 
242	43 
243	49 
244	15 
245	10 
246	1 
247	3 
248	26 
249	46 
250	17 
251	23 
252	40 
253	11 
254	12 
255	5 
256	24 
257	12 
258	20 
259	20 
260	14 
261	36 
262	35 
263	10 
264	45 
265	5 
266	50 
267	49 
268	36 
269	23 
270	28 
271	19 
272	3 
273	39 
274	16 
275	21 
276	16 
277	39 
278	42 
279	17 
280	11 
281	10 
282	35 
283	6 
284	18 
285	32 
286	43 
287	3 
288	33 
289	3 
290	49 
291	8 
292	41 
293	17 
294	41 
295	37 
296	50 
297	18 
298	9 
299	34 
300	23 
301	48 
302	47 
303	37 
304	47 
305	24 
306	27 
307	38 
308	18 
309	29 
310	26 
311	34 
312	15 
313	32 
314	41 
315	29 
316	15 
317	11 
318	46 
319	50 
320	20 
321	5 
322	26 
323	17 
324	8 
325	36 
326	29 
327	42 
328	28 
329	24 
330	49 
331	15 
332	33 
333	19 
334	32 
335	36 
336	7 
337	33 
338	41 
339	18 
340	43 
341	15 
342	5 
343	3 
344	30 
345	27 
346	39 
347	1 
348	32 
349	28 
350	1 
351	15 
352	47 
353	49 
354	36 
355	21 
356	45 
357	40 
358	8 
359	42 
360	15 
361	28 
362	40 
363	14 
364	30 
365	40 
366	20 
367	26 
368	15 
369	21 
370	6 
371	40 
372	31 
373	18 
374	49 
375	44 
376	35 
377	18 
378	31 
379	50 
380	9 
381	5 
382	22 
383	30 
384	9 
385	49 
386	19 
387	46 
388	14 
389	26 
390	40 
391	18 
392	4 
393	23 
394	47 
395	37 
396	28 
397	14 
398	24 
399	22 
400	23 
401	12 
402	28 
403	38 
404	11 
405	3 
406	16 
407	41 
408	47 
409	10 
410	23 
411	45 
412	12 
413	18 
414	6 
415	16 
416	47 
417	23 
418	35 
419	47 
420	22 
421	35 
422	4 
423	13 
424	5 
425	49 
426	44 
427	19 
428	7 
429	6 
430	26 
431	26 
432	18 
433	12 
434	29 
435	16 
436	47 
437	21 
438	30 
439	12 
440	6 
441	6 
442	6 
443	20 
444	38 
445	39 
446	6 
447	13 
448	24 
449	8 
450	6 
451	25 
452	21 
453	3 
454	35 
455	20 
456	46 
457	22 
458	41 
459	12 
460	39 
461	33 
462	42 
463	40 
464	43 
465	22 
466	13 
467	24 
468	16 
469	45 
470	43 
471	41 
472	35 
473	28 
474	7 
475	26 
476	33 
477	31 
478	2 
479	43 
480	1 
481	43 
482	35 
483	8 
484	31 
485	11 
486	46 
487	30 
488	29 
489	11 
490	1 
491	33 
492	4 
493	31 
494	18 
495	26 
496	47 
497	31 
498	39 
499	36 
500	3 
501	34 
502	3 
503	28 
504	11 
505	22 
506	15 
507	21 
508	28 
509	47 
510	49 
511	12 
512	3 
513	15 
514	2 
515	46 
516	47 
517	10 
518	43 
519	37 
520	22 
521	47 
522	25 
523	48 
524	16 
525	15 
526	18 
527	8 
528	2 
529	30 
530	1 
531	30 
532	32 
533	10 
534	31 
535	50 
536	9 
537	43 
538	36 
539	40 
540	41 
541	48 
542	25 
543	7 
544	33 
545	39 
546	27 
547	29 
548	7 
549	15 
550	5 
551	2 
552	22 
553	10 
554	13 
555	22 
556	25 
557	7 
558	27 
559	2 
560	30 
561	37 
562	2 
563	40 
564	32 
565	45 
566	45 
567	42 
568	37 
569	45 
570	41 
571	36 
572	31 
573	20 
574	41 
575	12 
576	33 
577	44 
578	37 
579	33 
580	32 
581	49 
582	45 
583	24 
584	29 
585	47 
586	47 
587	35 
588	25 
589	16 
590	49 
591	17 
592	27 
593	27 
594	29 
595	2 
596	11 
597	3 
598	48 
599	34 
600	21 
601	50 
602	7 
603	7 
604	40 
605	19 
606	13 
607	42 
608	13 
609	8 
610	20 
611	3 
612	30 
613	3 
614	7 
615	41 
616	42 
617	11 
618	8 
619	20 
620	14 
621	22 
622	37 
623	15 
624	15 
625	10 
626	11 
627	19 
628	40 
629	33 
630	23 
631	18 
632	29 
633	35 
634	30 
635	19 
636	7 
637	22 
638	4 
639	6 
640	42 
641	36 
642	6 
643	3 
644	37 
645	41 
646	32 
647	10 
648	22 
649	47 
650	12 
651	14 
652	44 
653	16 
654	12 
655	12 
656	5 
657	41 
658	8 
659	41 
660	3 
661	25 
662	12 
663	21 
664	30 
665	9 
666	5 
667	18 
668	3 
669	4 
670	12 
671	8 
672	41 
673	6 
674	5 
675	47 
676	3 
677	10 
678	15 
679	24 
680	4 
681	33 
682	29 
683	46 
684	45 
685	21 
686	28 
687	15 
688	12 
689	31 
690	50 
691	43 
692	40 
693	7 
694	4 
695	13 
696	11 
697	4 
698	50 
699	18 
700	48 
701	44 
702	43 
703	4 
704	18 
705	37 
706	22 
707	4 
708	11 
709	25 
710	27 
711	28 
712	39 
713	44 
714	11 
715	31 
716	42 
717	33 
718	32 
719	20 
720	14 
721	15 
722	15 
723	3 
724	40 
725	27 
726	25 
727	40 
728	10 
729	41 
730	49 
731	13 
732	44 
733	34 
734	8 
735	3 
736	6 
737	27 
738	27 
739	12 
740	40 
741	11 
742	31 
743	17 
744	34 
745	24 
746	48 
747	21 
748	12 
749	14 
750	11 
751	42 
752	35 
753	38 
754	38 
755	10 
756	49 
757	29 
758	1 
759	8 
760	9 
761	2 
762	41 
763	5 
764	24 
765	14 
766	4 
767	34 
768	45 
769	33 
770	12 
771	13 
772	10 
773	11 
774	43 
775	40 
776	38 
777	26 
778	46 
779	36 
780	17 
781	6 
782	33 
783	40 
784	27 
785	22 
786	15 
787	33 
788	29 
789	38 
790	44 
791	34 
792	11 
793	43 
794	1 
795	25 
796	3 
797	49 
798	5 
799	13 
800	30 
801	12 
802	31 
803	25 
804	17 
805	11 
806	7 
807	31 
808	32 
809	18 
810	14 
811	21 
812	50 
813	24 
814	22 
815	6 
816	13 
817	3 
818	6 
819	7 
820	29 
821	3 
822	14 
823	9 
824	25 
825	47 
826	11 
827	40 
828	43 
829	14 
830	8 
831	28 
832	8 
833	30 
834	25 
835	48 
836	28 
837	14 
838	21 
839	10 
840	50 
841	30 
842	50 
843	36 
844	8 
845	8 
846	9 
847	34 
848	27 
849	11 
850	3 
851	20 
852	46 
853	39 
854	18 
855	4 
856	17 
857	50 
858	38 
859	16 
860	25 
861	49 
862	11 
863	21 
864	13 
865	21 
866	30 
867	40 
868	47 
869	34 
870	6 
871	12 
872	43 
873	12 
874	29 
875	11 
876	49 
877	44 
878	26 
879	47 
880	8 
881	17 
882	8 
883	42 
884	44 
885	31 
886	24 
887	37 
888	49 
889	50 
890	40 
891	48 
892	6 
893	36 
