degree distribution (probability density function of the degree in logarithmic bins) 
7.40876	0.180157
9.41758	0.0983071
11.5258	0.0430425
13.7207	0.0404634
16.7625	0.0239575
20.3235	0.0167291
24.75	0.0137432
30.5106	0.00780348
37.3659	0.00559225
45.7188	0.00358563

degree distribution (degree-occurrences) 
7	0.162
8	0.112
9	0.106
10	0.076
11	0.046
12	0.051
13	0.054
14	0.034
15	0.023
16	0.037
17	0.025
18	0.018
19	0.022
20	0.02
21	0.008
22	0.018
23	0.017
24	0.014
25	0.016
26	0.011
27	0.01
28	0.009
29	0.006
30	0.009
31	0.006
32	0.009
33	0.008
34	0.004
35	0.005
36	0.007
37	0.006
38	0.006
39	0.006
40	0.002
41	0.005
42	0.003
43	0.003
44	0.001
45	0.01
46	0.004
47	0.004
48	0.002
49	0.004
50	0.001


--------------------------------------
community distribution (size-occurrences)
20	0.0344828
21	0.0344828
22	0.0689655
23	0.0689655
24	0.0344828
25	0.0689655
26	0.0344828
30	0.0344828
31	0.0344828
32	0.0344828
33	0.0689655
36	0.0344828
37	0.0344828
40	0.0344828
41	0.103448
42	0.103448
45	0.0689655
46	0.0344828
50	0.0344828
62	0.0344828


--------------------------------------
mixing parameter
0.142857	0.001
0.25	0.001
0.285714	0.032
0.3	0.001
0.3125	0.001
0.333333	0.06
0.36199	0.059
0.379402	0.204
0.400451	0.241
0.423619	0.26
0.442406	0.085
0.457014	0.034
0.5	0.019
0.555556	0.002

--------------------------------------
