1	12 
2	16 
3	2 
4	28 
5	26 
6	29 
7	5 
8	25 
9	7 
10	15 
11	22 
12	21 
13	28 
14	22 
15	11 
16	28 
17	9 
18	12 
19	9 
20	19 
21	25 
22	13 
23	13 
24	23 
25	26 
26	30 
27	22 
28	12 
29	11 
30	15 
31	24 
32	28 
33	17 
34	16 
35	6 
36	17 
37	19 
38	21 
39	10 
40	25 
41	28 
42	24 
43	9 
44	9 
45	19 
46	15 
47	10 
48	15 
49	12 
50	18 
51	27 
52	21 
53	13 
54	24 
55	12 
56	25 
57	30 
58	23 
59	30 
60	12 
61	19 
62	11 
63	1 
64	19 
65	7 
66	29 
67	16 
68	13 
69	26 
70	25 
71	13 
72	1 
73	15 
74	17 
75	16 
76	23 
77	6 
78	27 
79	16 
80	28 
81	14 
82	10 
83	16 
84	26 
85	12 
86	7 
87	22 
88	20 
89	22 
90	21 
91	3 
92	10 
93	12 
94	28 
95	28 
96	23 
97	26 
98	6 
99	4 
100	2 
101	9 
102	19 
103	29 
104	22 
105	1 
106	8 
107	22 
108	20 
109	1 
110	7 
111	11 
112	19 
113	21 
114	10 
115	19 
116	22 
117	28 
118	16 
119	27 
120	17 
121	3 
122	12 
123	18 
124	21 
125	20 
126	14 
127	8 
128	4 
129	8 
130	1 
131	17 
132	19 
133	22 
134	28 
135	7 
136	6 
137	5 
138	13 
139	1 
140	21 
141	15 
142	21 
143	6 
144	20 
145	3 
146	19 
147	10 
148	22 
149	19 
150	22 
151	2 
152	16 
153	18 
154	16 
155	19 
156	7 
157	30 
158	9 
159	10 
160	15 
161	11 
162	29 
163	13 
164	16 
165	11 
166	12 
167	16 
168	27 
169	29 
170	30 
171	13 
172	11 
173	5 
174	28 
175	12 
176	23 
177	10 
178	30 
179	1 
180	26 
181	11 
182	25 
183	3 
184	14 
185	22 
186	5 
187	22 
188	26 
189	26 
190	2 
191	8 
192	5 
193	12 
194	16 
195	20 
196	22 
197	26 
198	27 
199	7 
200	23 
201	14 
202	4 
203	6 
204	20 
205	24 
206	16 
207	3 
208	19 
209	4 
210	13 
211	18 
212	27 
213	6 
214	7 
215	29 
216	6 
217	3 
218	14 
219	3 
220	24 
221	1 
222	23 
223	19 
224	24 
225	3 
226	15 
227	16 
228	26 
229	15 
230	15 
231	11 
232	1 
233	14 
234	28 
235	2 
236	8 
237	21 
238	22 
239	25 
240	4 
241	29 
242	18 
243	1 
244	16 
245	10 
246	29 
247	24 
248	1 
249	21 
250	15 
251	10 
252	2 
253	25 
254	28 
255	6 
256	29 
257	17 
258	25 
259	28 
260	11 
261	11 
262	12 
263	7 
264	12 
265	3 
266	8 
267	15 
268	20 
269	1 
270	27 
271	26 
272	9 
273	18 
274	8 
275	3 
276	23 
277	6 
278	11 
279	21 
280	10 
281	16 
282	21 
283	23 
284	11 
285	7 
286	22 
287	2 
288	17 
289	25 
290	5 
291	1 
292	28 
293	11 
294	3 
295	20 
296	18 
297	10 
298	8 
299	3 
300	26 
301	12 
302	27 
303	21 
304	20 
305	16 
306	16 
307	1 
